"Geography","2005-01-01","2005-04-01","2005-07-01","2005-10-01","2006-01-01","2006-04-01","2006-07-01","2006-10-01","2007-01-01","2007-04-01","2007-07-01","2007-10-01","2008-01-01","2008-04-01","2008-07-01","2008-10-01","2009-01-01","2009-04-01","2009-07-01","2009-10-01","2010-01-01","2010-04-01","2010-07-01","2010-10-01","2011-01-01","2011-04-01","2011-07-01","2011-10-01","2012-01-01","2012-04-01","2012-07-01","2012-10-01","2013-01-01","2013-04-01","2013-07-01","2013-10-01","2014-01-01","2014-04-01","2014-07-01","2014-10-01","2015-01-01","2015-04-01","2015-07-01","2015-10-01","2016-01-01","2016-04-01","2016-07-01","2016-10-01","2017-01-01","2017-04-01","2017-07-01","2017-10-01","2018-01-01","2018-04-01","2018-07-01","2018-10-01","2019-01-01","2019-04-01","2019-07-01","2019-10-01"
"Florida","64040.5380005915","66217.86011875422","68385.23478300434","66333.71869961855","67662.5815134717","68549.66034473605","66779.01354829413","68217.29835518582","65576.54191356573","64018.8876597229","64691.218515344764","64098.46729102366","62668.37450500117","62043.44034155108","60801.7640355201","57942.74875217071","57444.79091219316","56297.32284615792","55555.359813147894","57836.83762521896","56804.64299570028","58077.33195216464","58643.75168083477","59082.024797336744","57316.64430002503","57670.656630443846","57237.649813072065","58156.9115834654","58564.7571938818","57666.56062000925","58936.32385473463","58890.682595606246","61194.3958928937","60740.909023348926","60967.94503029522","61388.07867201541","62516.23697457325","63402.730661489804","63909.46566668435","63072.12410498297","64711.69856751776","65303.864647491064","65683.03818486528","66106.68269267227","66952.21627524286","68165.22050823165","69214.96946818434","69588.87670642835","69468.9221151294","70716.44986463839","71226.11059157194","72722.3246888958","73722.9215236333","73464.28772190583","74206.83589926365","73522.8021566858","74195.13301230766","74175.23810448247","75811.30170093047","77162.4"
"Georgia","27615.56255589569","28855.74485372186","29517.541479443564","28929.21970628124","29737.181608090825","30240.00061688689","29675.996143681943","30100.63372573333","29375.55982485372","28326.255257875768","28445.48847057","28524.97727903282","28245.72054403844","28057.719052970126","27788.136942689966","26689.936299453635","26012.189616770644","25790.98063006161","25330.25931258961","25993.886272716707","25782.613387065525","25893.21788042004","25881.712921300423","26024.217528577516","26136.129403650175","25965.385351261288","25677.49989692719","26089.325138140815","26199.406678808075","25834.908655791063","26367.274491417058","26188.947625062967","27035.608025729452","26847.083581973882","26943.82982911613","26865.386926027822","27140.198563180536","27530.58274421669","27658.967628937884","27502.08182276127","28438.95156197931","28649.440018599606","28888.95234936257","28950.660766458714","29799.412977874217","29661.87642112605","29834.71228426396","30491.540859456734","30547.496796993066","30550.373036772966","31272.30922152904","31437.039318014493","31727.016583097608","31879.457291432558","32048.893962103306","31774.60527763785","32418.882988336496","32453.136389351726","33124.60763978765","33739.6"
"Hawaii","5116.175012516271","5302.550034211142","5459.494664730817","5324.439542238243","5288.149042088047","5327.42447515103","5301.555056573546","5387.75154033577","5203.523575648343","5130.942575347953","5197.606077066854","5229.759564934415","5145.710138179634","5081.717365909015","4965.043146089916","4734.208334167752","4743.267867394279","4718.812364407063","4614.811017656287","4784.166685023864","4734.155966923668","4761.962973532259","4924.301430192584","5041.289853476185","5030.083263242215","5095.804154567604","5135.91746353593","5198.2868512399455","5276.104575948733","5180.586722739561","5276.890084609993","5213.316250292046","5411.526269149895","5336.326906645306","5233.687108240712","5330.042837355229","5189.017849037081","5335.279561763627","5368.1661910483635","5335.174827275458","5424.460978438637","5470.020480791695","5441.113762057342","5475.047736223758","5480.284460632155","5506.310980941891","5579.310919194953","5576.221251794","5683.3646331898135","5669.696782483896","5914.042343379727","5857.485719769033","6046.845674376689","6038.414548079169","6107.539310270018","6081.931727912954","6159.06867844865","6114.29468475685","6209.236498281099","6275.9"
"Idaho","4904.998160909546","4830.22852981457","5125.996221821265","4939.1181278667855","5194.879928697203","5429.16730288472","5078.678909154149","5399.645714223604","5284.134451424969","5087.139925219018","5179.337410056303","5418.407097671789","5459.562583422099","5499.200604334688","5378.677109193279","4970.479067846351","4962.799776091824","4772.702817330058","4572.949264146431","4671.262592117562","4577.0418208299825","4742.307536792679","4740.468185474229","4766.632957979175","4533.863048629378","4535.840351296711","4490.086487250277","4564.442264298602","4611.483674267951","4496.064379035239","4629.9231712354085","4656.0419599573925","4904.3543879480885","4930.2892415382275","4943.440603465143","4906.28570683246","4960.684522075608","5012.876115736614","5089.761000847808","5175.474772287559","5279.444105562923","5279.765992043652","5356.742844720768","5391.276665724658","5467.793680572161","5794.0026368991985","5589.74267298537","5602.158294384904","5710.174200560858","5875.2099976087475","5897.788035042718","5867.668657203104","5972.143812091042","5887.257748744592","6044.844172952761","5983.501806482469","6075.055518358297","6100.76045303363","6229.009223712528","6345.9"
"Illinois","39552.74694023497","40634.81472331007","41422.548207049214","40072.46569044781","41035.91007832453","41598.25911118678","40191.08908564618","40543.99368636131","40016.49027583858","39433.011450706625","39199.84233951983","42686.99946024179","39769.234636471985","40313.41946194449","39435.23563936659","38360.9525166014","37743.7401634599","37186.95160224757","36449.633061467735","37038.30166013962","36684.2849650945","37270.358676996424","36748.78643623361","37023.10303762983","36818.10698280265","36895.212189681595","36387.726477098586","36734.32920994381","37177.31345138771","36542.67828707645","37660.70378682104","36898.177774561555","38333.15015835178","37972.46089732675","37608.06465520177","37424.93978886429","37403.80999659458","37535.407825642775","38017.31536863613","37254.418658266644","37847.90633236847","38240.84632896305","38850.64471990465","39463.779393836194","38687.5375515069","39200.95443384982","39629.85214711391","40538.06251660139","40150.31229354674","40938.41647539588","40681.15198705943","40956.20998467563","41194.939567512345","41557.48231908735","41094.85107781372","41416.61703728929","42199.1607474885","42049.769409160566","42819.70938361996","43542.2"
"Indiana","18447.05449858422","18705.685496832903","19156.131607934924","18498.50445684731","18721.74202743179","18897.327958819584","18229.51440659934","18424.782536785766","18116.773390673847","17602.446458909602","17460.009493919508","17724.85592336776","17617.98503690852","17587.943786110613","17414.25701425602","16962.77499795407","17071.1997422132","17018.02327528357","16766.816264301033","17264.914014599733","17057.560323747482","17760.76730363193","17397.509880190515","17279.589338265385","17345.887271060776","17275.618368332325","17345.36931846081","17584.663419644174","17327.068326595414","16980.04008461954","17348.649684927248","17404.58856572336","17845.366228292718","17626.962881974567","17532.69550878112","17500.237145850042","17742.63896263319","18001.78791348184","18002.996469548423","17742.293660899883","18063.59692374421","18247.988049331394","18405.100337987133","18373.50522938933","18942.562485883103","19088.797769939607","19341.04068612207","19566.695368839715","19236.759562662653","19515.245410576623","19631.612094701868","19746.942873627184","20072.217106404572","20016.27822560846","20058.059735338888","20023.011609407993","20367.795390117357","20346.90463525214","20745.382835491106","21096.9"
"Iowa","8661.213263095877","8841.732786913652","9006.115496716282","8655.893434299676","8755.374232788647","8826.482611031208","8531.498104281827","8572.01746694623","8477.23585056057","8364.987462960717","8379.43966452373","8550.117505068532","8658.376021071235","8628.850971252317","8676.729430418132","8577.60328718224","8743.493281810463","8731.169011765927","8549.585522188914","8734.360909043648","8694.284865445597","8779.224798558282","8791.637732416086","8752.270999324193","8800.06079467674","8698.097409416208","8693.841546379248","8845.456667070992","8879.592235179953","8769.1171238455","8935.095782286991","8881.808830511705","8943.518844547643","8806.26726160564","8794.474974440727","8757.147509054046","8668.66102341056","8721.327328492956","8785.431265487185","8740.922031225631","8808.749848377201","9019.681060146597","9025.266880382609","9124.74767887158","9282.657930305497","9473.994439342216","9540.669626921277","9634.121286107886","9619.75774835814","9639.618442530627","9769.865584224297","9757.629977993034","9879.27672979951","9847.80107608865","9890.359706458265","9817.56671576357","9896.743501013705","9842.48124729245","10033.995083955708","10233.4"
"Kansas","8841.102835477273","9061.655810032438","9061.028984688595","8653.592511190423","9058.87986922399","9032.553204782569","8857.84802680566","8970.049763353618","9036.672342756396","8776.6293715391","8808.687010552805","8765.167422394537","8797.941433229775","8729.796563706233","8654.308883011958","8489.006085192697","8641.593283179707","8625.474917195164","8559.300070180845","8796.956421975165","8619.923035578266","8741.079419895414","8839.849184789588","8843.162404464187","8889.010201042443","8976.22847031436","8954.737315668302","9179.498974674987","9238.241464040877","8775.107081418339","8913.27729649695","8892.054781283969","9225.16767829786","9160.156935493536","9180.12580001883","9157.380994685085","8983.213095574329","9177.528952165765","9200.452850454893","9146.545870884365","9200.452850454893","9510.462756224271","9623.470411071457","9603.053814157704","9801.578355200658","9768.535704932345","9724.299744952545","9812.682118434454","9836.232842067426","9862.649052986539","10021.594050889673","9992.133259729035","10194.41875283505","10083.918399363238","10092.96259361012","10040.936090071124","10061.084047551802","10075.411483982509","10282.980219272345","10462.7"
"Kentucky","11184.604356538517","11436.96008609173","11525.511511058334","11181.754668249961","11301.652664390678","11581.555380733262","10967.078150512096","11192.731245361436","11141.120224135371","10780.265251595665","10806.229078224727","10861.850771856909","10783.853747959032","10761.795049725397","10694.352426896243","10568.966142199792","10402.628781356687","10381.097803176488","10239.563284844886","10509.12268814012","10540.469259314234","10700.579523526792","10706.912164168027","10603.479033694523","10649.179590322101","10552.712364553954","10444.740841620898","10639.891717381624","10639.2584533175","10475.770780762949","10618.46628321211","10484.108757607244","10657.095391123645","10472.076740388897","10483.158861511058","10463.52767552323","10342.890871307703","10476.298500816387","10585.853183909752","10494.452070654594","10557.14521300282","10922.221945970015","11066.395064568798","11100.063603978031","11372.367151551134","11564.879427044678","11470.311993468902","11714.85746623126","11758.23605462372","11800.875834941367","12006.792199792191","12034.761362624313","12090.910776309931","12086.689015882439","12203.209603681162","12119.724291227549","12333.450912869228","12335.350705061597","12596.994307555291","12798.9"
"Louisiana","13655.757729178895","14285.961800256888","13898.705550310051","14120.178902867447","15449.305344459472","15888.386645230987","15660.757278349112","15790.892557906109","15947.942504742221","15486.241430406342","15614.658752477439","15637.8511785371","15111.583535356116","14982.307234542068","14776.868151853081","14719.173412951573","14351.673674092599","14353.677957826148","14138.074293345582","14207.222082153095","14106.864732351716","14420.678299776288","14603.211282653263","14237.143175032537","14473.362329343916","14292.833630200492","14164.416308129395","14103.428817379914","14346.806127882546","14125.762264696625","14355.39591531205","14437.428385263822","14772.859584385978","14617.24126878812","14561.837139867814","14379.447320114665","14318.316666241357","14577.87140973622","14720.74820731365","14651.45725538231","14491.114556698225","14915.593218839582","15155.24828812276","15008.506086202056","15201.203650870611","15585.16714896947","15414.516705369979","15888.81613460246","15729.332414661325","15802.918260307415","15860.040346713622","15821.243140157025","16071.778606850912","16078.364110546865","16049.015670162724","15890.104602716887","16191.033488997202","16218.377645647792","16582.29830641114","16830.4"
"Maine","5092.393656680161","5249.368322267205","5294.727313360323","5177.876217004048","5201.457612955465","5245.012803238867","5083.726613765182","5123.80618785425","4956.932615384615","4819.227821862348","4830.138617004048","4820.195714979756","4820.987627530364","4800.397901214575","4749.803488259109","4641.3994591093115","4593.224778947369","4605.103467206477","4571.887135222672","4690.762008097166","4587.417420242915","4649.93451659919","4649.8025311740885","4600.132016194331","4572.019120647773","4486.316584615384","4409.8530283400805","4540.738574898785","4423.931473684211","4378.704468016194","4437.262001619433","4358.202731983805","4485.392686639676","4466.694751417003","4461.811290688259","4478.573439676113","4493.003846153845","4514.165509311741","4570.039339271255","4584.205774898785","4575.2747611336035","4727.981897975708","4808.58099757085","4773.82483562753","4789.487106072875","4848.396600809716","4771.1851271255055","4883.3287433198375","4892.787698785424","4995.164393522266","5053.985897975708","5037.355734412955","5091.865714979756","5099.872830769231","5137.180710931173","5115.09514979757","5234.54195951417","5216.767922267206","5336.478702834008","5433.4"
"Maryland","18765.902179299184","19189.71808666633","20061.800819133332","19237.55683875208","19204.246892855335","19349.35777418213","18719.480871719672","19087.662082216713","18579.331046164734","18115.472331496178","18034.500814076957","18201.40490468726","17668.80013146584","17494.27727663447","17238.78290438388","16909.758598371845","16454.404550740757","16197.315553420638","16233.283207766597","16574.71015320827","16923.578682307732","17351.115381503765","17362.632118117002","17378.046827122413","17499.59269353289","17443.249274409663","17125.387343884307","17364.75828487637","17877.1644738838","17361.92339586388","17824.896207716032","17808.241234767658","17966.109116650652","17735.59720382262","17734.179759316376","17775.640011124033","17901.26103048996","18181.029139909995","18173.056014562368","17841.728361227684","18296.19650604237","18588.367254892044","18622.031561915355","18623.449006421597","19034.685093795822","19038.405885624714","19255.274895080143","19295.67206350811","19251.19974212469","19366.189927693784","19687.595469484753","19744.6476108611","20075.44372250594","19955.66966172827","20107.513404459725","19993.940663396872","20334.127344895584","20293.55299590433","20657.48187288264","21024.6"
"Massachusetts","21203.392919479284","21691.248174511355","22042.371458781887","21525.623983817706","21042.921481384994","20989.185632848836","20466.365270892555","20270.92872587405","20092.790707439108","19383.36709063465","19404.16212791063","19265.405861485062","19302.027210316213","19122.78503060998","18841.03987955223","18486.604111467823","18473.170149333782","18449.24665512248","18568.864126179004","19013.657091630717","18981.452387884732","19154.069599963223","19187.7465187376","19291.169624481852","18847.29679342288","18834.78296568158","18612.84655015209","18856.682164228852","18580.273792649008","18109.164983564857","18502.246396144445","18419.066247040526","18851.89746538659","18792.824837372522","18675.783742615677","18839.383637645293","18820.0608153977","19035.55629017799","19028.747295671696","19226.57619011133","19151.125169906445","19713.87936450775","19910.420070797543","20183.699985442065","20386.313578723955","20524.33373763533","20696.398869078177","20898.644408602973","20890.73125282539","21328.163143135167","21797.79973719093","21829.63638717982","22130.888387363713","22189.961015377776","22507.775434631036","22309.394459555755","23193.275557224184","23152.789643943517","23609.72838337943","24017.9"
"Michigan","30058.816856315992","30590.04467049908","31089.790358244027","29430.497105974937","29544.25605024721","29366.474630361237","28564.870906768232","28847.41637765844","28319.892343056308","27695.276372296215","27846.33766806242","27655.32846395874","27362.46532137872","27375.693105596423","27325.16296988479","27092.089411968802","27183.361123070976","27282.30494901942","26862.98418931813","27580.19464960217","27127.010762303544","27172.77889569681","27160.609334216522","27373.31210443724","27194.737017498206","27188.387681073706","26895.259982809333","27277.542946701044","26854.518407418796","26097.360038797284","26757.95558262954","26112.439712805466","26798.432602335724","26405.831966754195","26347.10060482758","26453.187434253585","26661.12820215593","27216.16602793089","27318.019966407228","27336.803419996373","27872.264125129128","28139.20081064244","28312.484783894397","28399.78815973126","29227.58289607532","29391.87197605924","29588.43684953435","29858.812758944274","29961.724920158027","30142.945563940604","30654.596257481484","30982.116194711896","31678.426755931963","31867.319514560808","32212.564682642944","31974.46456672423","32410.98144590854","32315.212288172344","32946.70670672565","33549.1"
"Minnesota","16782.10969535074","17206.528205920047","17761.597937093713","17096.46445038062","17074.134969040962","17105.49126198601","16455.87755662956","16548.362784305853","16168.444871299973","15962.570220650681","15854.565211617744","16243.826666460787","16040.644222781526","16158.151138767505","15800.72107221716","15372.18506863487","15388.496675570928","15168.369164492071","15004.461269552057","15579.009909979462","15748.6189490913","16139.939150440838","16105.573920293993","16177.154952673594","15854.565211617744","16064.557355280022","15893.681395241108","16031.617411176134","15742.442709571824","15471.95509164183","15997.568911261058","16134.079641153128","16989.567997158872","17060.990664422585","17166.461831601377","17128.137473557435","17102.165594552444","17046.26270864537","17081.894859719283","17039.453008662356","17200.668696632336","17499.978765653228","17629.36306533051","17724.54049997684","17914.261908805955","18327.43649614749","18672.355718542993","18794.29685777373","18765.316041566944","18974.357994533915","19259.41520312524","19281.58631934901","19635.215623118136","19734.0354554298","19786.771039019193","19780.7531646156","19702.362432252983","19653.427611444808","20098.27522196316","20512.4"
"Mississippi","8106.605376720901","8352.103239048813","8397.810593241553","8592.902958698374","8881.241511889863","9040.500585732165","8730.98057571965","8746.269446808512","8458.647559449311","8222.705241551941","8234.808931163956","8243.886698372968","8261.007048811014","8141.642372966208","8096.731314142679","7853.701967459325","7789.202042553192","7850.039008760951","7681.542908635795","7872.494538172717","7891.048220275345","8064.640610763455","8045.768410513143","7892.879699624532","8062.172095118899","7946.07223028786","7892.242663329162","7956.503699624532","7991.381436795995","7856.409371714644","8014.314743429287","7989.709216520651","8123.8849862327925","8041.9461927409275","8076.107264080101","8009.696230287861","8260.449642052567","8244.205216520651","8265.307043804756","8157.488650813517","8112.418332916145","8276.694067584482","8359.5884155194","8337.610663329162","8606.43997997497","8795.321241551941","8667.99361201502","8867.465602002503","8740.69537922403","8840.710077596998","8902.104450563203","8936.3451514393","9032.537632040052","9055.709827284107","9014.302468085107","8958.641421777224","9139.400470588236","9175.791168961201","9369.052055068838","9543.6"
