Month,Year,Day,Value,StID,VarID,,,,
11.0,2014.0,1.0,0.24067388688326918,ND,GOVT, ,,,
11.0,2014.0,1.0,0.013027618551331166,OH,GOVT,,,,
11.0,2014.0,1.0,0.6768189509306133,OK,GOVT,,,,
11.0,2014.0,1.0,2.5969645868465285,OR,GOVT,,,,
11.0,2014.0,1.0,-0.44873538210497,PA,GOVT,,,,
11.0,2014.0,1.0,-0.49099836333879043,RI,GOVT,,,,
11.0,2014.0,1.0,0.9749303621169991,SC,GOVT,,,,
11.0,2014.0,1.0,1.278772378516635,SD,GOVT,,,,
11.0,2014.0,1.0,0.16420361247946325,TN,GOVT,,,,
11.0,2014.0,1.0,2.061799880945925,TX,GOVT,,,,
11.0,2014.0,1.0,2.907986111111116,UT,GOVT,,,,
11.0,2014.0,1.0,1.5817223198594021,VT,GOVT,,,,
11.0,2014.0,1.0,0.05560962046435858,VA,GOVT,,,,
11.0,2014.0,1.0,1.3333333333333197,WA,GOVT,,,,
11.0,2014.0,1.0,0.0,WV,GOVT,,,,
11.0,2014.0,1.0,-0.21047708138447474,WI,GOVT,,,,
11.0,2014.0,1.0,0.13736263736265908,WY,GOVT,,,,
11.0,2014.0,1.0,0.43677953890490784,US,GOVT,,,,
7.0,2014.0,1.0,0.06066445182724145,AL,TOTAL,Tax Revenue,,,
7.0,2014.0,1.0,-45.84908799358589,AK,TOTAL,,,,
7.0,2014.0,1.0,4.872578229027957,AZ,TOTAL,,,,
7.0,2014.0,1.0,2.5965260261407996,AR,TOTAL,,,,
7.0,2014.0,1.0,2.696099800921292,CA,TOTAL,,,,
7.0,2014.0,1.0,6.510095305330044,CO,TOTAL,,,,
7.0,2014.0,1.0,-2.0237252475247547,CT,TOTAL,,,,
7.0,2014.0,1.0,-9.233677910772576,DE,TOTAL,,,,
7.0,2014.0,1.0,-0.11479346781940736,DC,TOTAL,,,,
7.0,2014.0,1.0,5.1880072312612935,FL,TOTAL,,,,
7.0,2014.0,1.0,4.860961593172108,GA,TOTAL,,,,
7.0,2014.0,1.0,0.6173662551440362,HI,TOTAL,,,,
7.0,2014.0,1.0,4.917493112947668,ID,TOTAL,,,,
7.0,2014.0,1.0,-0.854419066534251,IL,TOTAL,,,,
7.0,2014.0,1.0,-0.3207319952774679,IN,TOTAL,,,,
7.0,2014.0,1.0,-1.662319208322749,IA,TOTAL,,,,
7.0,2014.0,1.0,-2.753329844301977,KS,TOTAL,,,,
7.0,2014.0,1.0,1.1976059438635112,KY,TOTAL,,,,
7.0,2014.0,1.0,6.772158067591905,LA,TOTAL,,,,
7.0,2014.0,1.0,0.1295477903391573,ME,TOTAL,,,,
7.0,2014.0,1.0,1.4075963045005135,MD,TOTAL,,,,
7.0,2014.0,1.0,2.8484764428251985,MA,TOTAL,,,,
7.0,2014.0,1.0,-0.18345765158805927,MI,TOTAL,,,,
7.0,2014.0,1.0,3.105914747842675,MN,TOTAL,,,,
7.0,2014.0,1.0,2.243306767526687,MS,TOTAL,,,,
7.0,2014.0,1.0,0.4252739483916468,MO,TOTAL,,,,
7.0,2014.0,1.0,0.5122846441947493,MT,TOTAL,,,,
7.0,2014.0,1.0,5.4454161385720345,NE,TOTAL,,,,
7.0,2014.0,1.0,0.704719387755115,NV,TOTAL,,,,
7.0,2014.0,1.0,-4.279440440864779,NH,TOTAL,,,,
7.0,2014.0,1.0,1.9534582866456152,NJ,TOTAL,,,,
7.0,2014.0,1.0,2.39946040034813,NM,TOTAL,,,,
7.0,2014.0,1.0,-1.7391562059563603,NY,TOTAL,,,,
7.0,2014.0,1.0,-3.554502904425594,NC,TOTAL,,,,
7.0,2014.0,1.0,14.481010638297874,ND,TOTAL,,,,
7.0,2014.0,1.0,-1.9780067116515698,OH,TOTAL,,,,
7.0,2014.0,1.0,5.044472651742438,OK,TOTAL,,,,
7.0,2014.0,1.0,0.04468151866960923,OR,TOTAL,,,,
7.0,2014.0,1.0,1.5293706704238463,PA,TOTAL,,,,
7.0,2014.0,1.0,0.20890087660148104,RI,TOTAL,,,,
7.0,2014.0,1.0,6.763706654170587,SC,TOTAL,,,,
7.0,2014.0,1.0,4.978896103896102,SD,TOTAL,,,,
7.0,2014.0,1.0,1.490050960407685,TN,TOTAL,,,,
7.0,2014.0,1.0,7.467919712263593,TX,TOTAL,,,,
7.0,2014.0,1.0,-0.7096096096096072,UT,TOTAL,,,,
7.0,2014.0,1.0,3.221455805892548,VT,TOTAL,,,,
7.0,2014.0,1.0,0.6660544217687026,VA,TOTAL,,,,
7.0,2014.0,1.0,0.20389793362554087,WA,TOTAL,,,,
7.0,2014.0,1.0,1.2107413569975911,WV,TOTAL,,,,
7.0,2014.0,1.0,-2.722795827123692,WI,TOTAL,,,,
7.0,2014.0,1.0,6.459255856683499,WY,TOTAL,,,,
7.0,2014.0,1.0,1.6239252562738393,US,TOTAL,,,,
7.0,2014.0,1.0,1.6432176994952252,AL,HPI,Housing Price Index,,,
7.0,2014.0,1.0,2.3601625313391494,AK,HPI, ,,,
7.0,2014.0,1.0,6.568623055194367,AZ,HPI,,,,
7.0,2014.0,1.0,1.9154662023112223,AR,HPI,,,,
7.0,2014.0,1.0,8.116654954321856,CA,HPI,,,,
7.0,2014.0,1.0,6.9630900155028375,CO,HPI,,,,
7.0,2014.0,1.0,-1.270883054892602,CT,HPI,,,,
7.0,2014.0,1.0,0.021742675436198233,DE,HPI,,,,
7.0,2014.0,1.0,4.838483146067429,DC,HPI,,,,
7.0,2014.0,1.0,7.85448127083741,FL,HPI,,,,
7.0,2014.0,1.0,6.664374534410644,GA,HPI,,,,
7.0,2014.0,1.0,8.137450199203178,HI,HPI,,,,
7.0,2014.0,1.0,3.7660691653087275,ID,HPI,,,,
7.0,2014.0,1.0,3.5543130990415284,IL,HPI,,,,
7.0,2014.0,1.0,2.6686567164179165,IN,HPI,,,,
7.0,2014.0,1.0,3.3985782452040203,IA,HPI,,,,
7.0,2014.0,1.0,3.1856796116504826,KS,HPI,,,,
7.0,2014.0,1.0,1.706379707916983,KY,HPI,,,,
7.0,2014.0,1.0,4.160401002506275,LA,HPI,,,,
7.0,2014.0,1.0,2.962532674992735,ME,HPI,,,,
7.0,2014.0,1.0,0.37796976241901703,MD,HPI,,,,
7.0,2014.0,1.0,4.689074893728895,MA,HPI,,,,
7.0,2014.0,1.0,6.308941148382496,MI,HPI,,,,
7.0,2014.0,1.0,2.6543591555516333,MN,HPI,,,,
7.0,2014.0,1.0,3.122022308166583,MS,HPI,,,,
7.0,2014.0,1.0,2.8353898661065857,MO,HPI,,,,
7.0,2014.0,1.0,6.153160892112863,MT,HPI,,,,
7.0,2014.0,1.0,4.775512180946384,NE,HPI,,,,
7.0,2014.0,1.0,10.3494623655914,NV,HPI,,,,
7.0,2014.0,1.0,3.5371552027332553,NH,HPI,,,,
7.0,2014.0,1.0,1.9469525959368017,NJ,HPI,,,,
7.0,2014.0,1.0,1.2387868432294002,NM,HPI,,,,
7.0,2014.0,1.0,1.5481817304909828,NY,HPI,,,,
7.0,2014.0,1.0,2.777630813184495,NC,HPI,,,,
7.0,2014.0,1.0,8.075956849416288,ND,HPI,,,,
7.0,2014.0,1.0,3.965635310963078,OH,HPI,,,,
7.0,2014.0,1.0,3.2454856027330337,OK,HPI,,,,
7.0,2014.0,1.0,6.978023867661731,OR,HPI,,,,
7.0,2014.0,1.0,1.7312661498708026,PA,HPI,,,,
7.0,2014.0,1.0,2.179851105993258,RI,HPI,,,,
7.0,2014.0,1.0,3.578454830648181,SC,HPI,,,,
7.0,2014.0,1.0,2.5976707689766343,SD,HPI,,,,
7.0,2014.0,1.0,5.1253481894150354,TN,HPI,,,,
7.0,2014.0,1.0,7.115839243498834,TX,HPI,,,,
7.0,2014.0,1.0,3.4599185492011575,UT,HPI,, ,,
7.0,2014.0,1.0,0.17285680915672952,VT,HPI,,,,
7.0,2014.0,1.0,0.9238911064268773,VA,HPI,,,,
7.0,2014.0,1.0,4.951897047186704,WA,HPI,,,,
7.0,2014.0,1.0,5.083625641807732,WV,HPI,,,,
7.0,2014.0,1.0,2.8415090717097025,WI,HPI,,,,
7.0,2014.0,1.0,3.6451602213606327,WY,HPI,,,,
7.0,2014.0,1.0,4.548607670201177,US,HPI,,,,
8.0,2014.0,1.0,#REF!,AL,PHCI,"Coincident indices, 3-month change",,,
8.0,2014.0,1.0,#REF!,AK,PHCI,,,,
8.0,2014.0,1.0,#REF!,AZ,PHCI,,,,
8.0,2014.0,1.0,#REF!,AR,PHCI,,,,
8.0,2014.0,1.0,#REF!,CA,PHCI,,,,
8.0,2014.0,1.0,#REF!,CO,PHCI,,,,
8.0,2014.0,1.0,#REF!,CT,PHCI,,,,
8.0,2014.0,1.0,#REF!,DE,PHCI,,,,
8.0,2014.0,1.0,#REF!,FL,PHCI,,,,
8.0,2014.0,1.0,#REF!,GA,PHCI,,,,
8.0,2014.0,1.0,#REF!,HI,PHCI,,, ,
8.0,2014.0,1.0,#REF!,ID,PHCI,,,,
8.0,2014.0,1.0,#REF!,IL,PHCI,,,,
8.0,2014.0,1.0,#REF!,IN,PHCI,,,,
8.0,2014.0,1.0,#REF!,IA,PHCI,,,,
8.0,2014.0,1.0,#REF!,KS,PHCI,,,,
8.0,2014.0,1.0,#REF!,KY,PHCI,,,,
8.0,2014.0,1.0,#REF!,LA,PHCI,,,,
8.0,2014.0,1.0,#REF!,ME,PHCI,,,,
8.0,2014.0,1.0,#REF!,MD,PHCI,,,,
8.0,2014.0,1.0,#REF!,MA,PHCI,,,,
8.0,2014.0,1.0,#REF!,MI,PHCI,,,,
8.0,2014.0,1.0,#REF!,MN,PHCI,,,,
8.0,2014.0,1.0,#REF!,MS,PHCI,,,,
8.0,2014.0,1.0,#REF!,MO,PHCI,,,,
8.0,2014.0,1.0,#REF!,MT,PHCI,,,,
8.0,2014.0,1.0,#REF!,NE,PHCI,,,,
8.0,2014.0,1.0,#REF!,NV,PHCI,,,,
8.0,2014.0,1.0,#REF!,NH,PHCI,,,,
8.0,2014.0,1.0,#REF!,NJ,PHCI,,,,
8.0,2014.0,1.0,#REF!,NM,PHCI,,,,
8.0,2014.0,1.0,#REF!,NY,PHCI,,,,
8.0,2014.0,1.0,#REF!,NC,PHCI,,,,
8.0,2014.0,1.0,#REF!,ND,PHCI,,,,
8.0,2014.0,1.0,#REF!,OH,PHCI,,,,
8.0,2014.0,1.0,#REF!,OK,PHCI,,,,
8.0,2014.0,1.0,#REF!,OR,PHCI,,,,
8.0,2014.0,1.0,#REF!,PA,PHCI,,,,
8.0,2014.0,1.0,#REF!,RI,PHCI,,,,
8.0,2014.0,1.0,#REF!,SC,PHCI,,,,
8.0,2014.0,1.0,#REF!,SD,PHCI,,,,
8.0,2014.0,1.0,#REF!,TN,PHCI,,,,
8.0,2014.0,1.0,#REF!,TX,PHCI,,,,
8.0,2014.0,1.0,#REF!,UT,PHCI,,,,
8.0,2014.0,1.0,#REF!,VT,PHCI,,,,
8.0,2014.0,1.0,#REF!,VA,PHCI,,,,
8.0,2014.0,1.0,#REF!,WA,PHCI,,,,
8.0,2014.0,1.0,#REF!,WV,PHCI,,,,
8.0,2014.0,1.0,#REF!,WI,PHCI,,,,
8.0,2014.0,1.0,#REF!,WY,PHCI, ,,,
8.0,2014.0,1.0,#REF!,US,PHCI,,,,
8.0,2014.0,1.0,#REF!,AL,SLIND,State Leading Index,,,
8.0,2014.0,1.0,#REF!,AK,SLIND,,,,
8.0,2014.0,1.0,#REF!,AZ,SLIND,,,,
8.0,2014.0,1.0,#REF!,AR,SLIND,,,,
8.0,2014.0,1.0,#REF!,CA,SLIND,,,,
8.0,2014.0,1.0,#REF!,CO,SLIND,,,,
8.0,2014.0,1.0,#REF!,CT,SLIND,,,,
8.0,2014.0,1.0,#REF!,DE,SLIND,,,,
8.0,2014.0,1.0,#REF!,FL,SLIND,,,,
8.0,2014.0,1.0,#REF!,GA,SLIND,,,,
8.0,2014.0,1.0,#REF!,HI,SLIND,,,,
8.0,2014.0,1.0,#REF!,ID,SLIND,,,,
8.0,2014.0,1.0,#REF!,IL,SLIND,,,,
8.0,2014.0,1.0,#REF!,IN,SLIND,,,,
8.0,2014.0,1.0,#REF!,IA,SLIND,,,,
8.0,2014.0,1.0,#REF!,KS,SLIND,,,,
8.0,2014.0,1.0,#REF!,KY,SLIND,,,,
8.0,2014.0,1.0,#REF!,LA,SLIND,,,,
8.0,2014.0,1.0,#REF!,ME,SLIND,,,,
8.0,2014.0,1.0,#REF!,MD,SLIND,,,,
8.0,2014.0,1.0,#REF!,MA,SLIND,,,,
8.0,2014.0,1.0,#REF!,MI,SLIND,,,,
8.0,2014.0,1.0,#REF!,MN,SLIND,,,,
8.0,2014.0,1.0,#REF!,MS,SLIND,,,,
8.0,2014.0,1.0,#REF!,MO,SLIND,,,,
8.0,2014.0,1.0,#REF!,MT,SLIND,,,,
8.0,2014.0,1.0,#REF!,NE,SLIND,,,,
8.0,2014.0,1.0,#REF!,NV,SLIND,,,,
8.0,2014.0,1.0,#REF!,NH,SLIND,,,,
8.0,2014.0,1.0,#REF!,NJ,SLIND,,,,
8.0,2014.0,1.0,#REF!,NM,SLIND,,,,
8.0,2014.0,1.0,#REF!,NY,SLIND,,,,
8.0,2014.0,1.0,#REF!,NC,SLIND,,,,
8.0,2014.0,1.0,#REF!,ND,SLIND,,,,
8.0,2014.0,1.0,#REF!,OH,SLIND,,,,
8.0,2014.0,1.0,#REF!,OK,SLIND,,,,
8.0,2014.0,1.0,#REF!,OR,SLIND,,,,
8.0,2014.0,1.0,#REF!,PA,SLIND,,,,
8.0,2014.0,1.0,#REF!,RI,SLIND,,,,
8.0,2014.0,1.0,#REF!,SC,SLIND,,,,
8.0,2014.0,1.0,#REF!,SD,SLIND,,,,
8.0,2014.0,1.0,#REF!,TN,SLIND,,,,
8.0,2014.0,1.0,#REF!,TX,SLIND,,,,
8.0,2014.0,1.0,#REF!,UT,SLIND,,,,
8.0,2014.0,1.0,#REF!,VT,SLIND,,,,
8.0,2014.0,1.0,#REF!,VA,SLIND,,,,
8.0,2014.0,1.0,#REF!,WA,SLIND,,,,
8.0,2014.0,1.0,#REF!,WV,SLIND,,,,
8.0,2014.0,1.0,#REF!,WI,SLIND,,,,
8.0,2014.0,1.0,#REF!,WY,SLIND, ,,,
8.0,2014.0,1.0,#REF!,US,SLIND,,,,
11.0,2014.0,1.0,1.656336267513936,AL,EMP,Nonfarm Payroll Employment Change,,,
11.0,2014.0,1.0,0.6857855361595888,AK,EMP,,,,
11.0,2014.0,1.0,2.456725917876268,AZ,EMP,,,,
11.0,2014.0,1.0,1.9031578947368288,AR,EMP,,,,
11.0,2014.0,1.0,2.083333333333348,CA,EMP,,,,
11.0,2014.0,1.0,2.5922110035029977,CO,EMP,,,,
11.0,2014.0,1.0,1.5822031881989052,CT,EMP,,,,
11.0,2014.0,1.0,2.6841018582243636,DE,EMP,,,,
11.0,2014.0,1.0,1.9503072401816812,DC,EMP,,,,
11.0,2014.0,1.0,2.996124480152451,FL,EMP,,,,
11.0,2014.0,1.0,2.6466415537400367,GA,EMP,,,,
11.0,2014.0,1.0,1.4873417721518845,HI,EMP,,,,
11.0,2014.0,1.0,1.4873962736809077,ID,EMP, ,,,
11.0,2014.0,1.0,0.8886538855154447,IL,EMP,,,,
11.0,2014.0,1.0,1.9593370462323012,IN,EMP,,,,
11.0,2014.0,1.0,1.0456335119086058,IA,EMP,,,,
11.0,2014.0,1.0,0.9051724137930872,KS,EMP,,,,
11.0,2014.0,1.0,1.7671461666936228,KY,EMP,,,,
11.0,2014.0,1.0,1.4785558762468787,LA,EMP,,,,
11.0,2014.0,1.0,0.8757435558492954,ME,EMP,,,,
11.0,2014.0,1.0,0.7590205202532507,MD,EMP,, ,,
11.0,2014.0,1.0,1.824978659523735,MA,EMP,,,,
11.0,2014.0,1.0,1.0544603431218658,MI,EMP,,,,
